,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex,underground_counts,adress
1404,PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/rent/flat/301506737/,Москва,rent,flat,2,5,2,41.0,50000,0,Нижегородский,Рязанский проспект,27,Стахановская,,11,"Москва, Рязанский проспект, 27"
1405,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301024616/,Москва,rent,flat,13,25,2,35.0,59000,0,Бабушкинский,Кольская ,8к2,Свиблово,,15,"Москва, Кольская , 8к2"
1406,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/300966920/,Москва,rent,flat,5,11,2,40.0,135000,0,Басманный, Казакова,7,Курская,,4,"Москва,  Казакова, 7"
1407,Kalinka Group,real_estate_agent,https://www.cian.ru/rent/flat/300332140/,Москва,rent,flat,3,21,2,57.0,250000,0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,,12,"Москва, 2-я Звенигородская , 16"
1408,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/300792031/,Москва,rent,flat,24,29,2,41.0,75000,0,Южнопортовый,Волгоградский проспект,32/5к1,Угрешская,,12,"Москва, Волгоградский проспект, 32/5к1"
1409,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/300227546/,Москва,rent,flat,3,21,2,57.0,250000,0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,,12,"Москва, 2-я Звенигородская , 16"
1410,Циан х ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/301707797/,Москва,rent,flat,14,20,2,53.1,78200,0,Алтуфьевский,Алтуфьевское шоссе,64В,Бибирево,,12,"Москва, Алтуфьевское шоссе, 64В"
1411,ID 35630826,homeowner,https://www.cian.ru/rent/flat/300825490/,Москва,rent,flat,2,4,2,43.1,31900,0,, Спортивная,6,Ольховая,,26,"Москва,  Спортивная, 6"
1412,Ника Шейн,realtor,https://www.cian.ru/rent/flat/296489516/,Москва,rent,flat,2,6,2,90.0,250000,0,Арбат,Хлебный переулок,9,Арбатская,,4,"Москва, Хлебный переулок, 9"
1413,PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/rent/flat/301165956/,Москва,rent,flat,2,17,2,55.0,60000,0,Люблино,Люблинская ,78к3,Перерва,,13,"Москва, Люблинская , 78к3"
1414,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301620891/,Москва,rent,flat,7,9,2,45.0,45000,0,Бибирево,Мурановская ,7Б,Алтуфьево,,10,"Москва, Мурановская , 7Б"
1415,Home Hunters,real_estate_agent,https://www.cian.ru/rent/flat/301320253/,Москва,rent,flat,11,15,2,38.0,65000,0,Рязанский,Рязанский проспект,6А,Стахановская,,11,"Москва, Рязанский проспект, 6А"
1416,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/300465907/,Москва,rent,flat,8,11,2,48.0,250000,0,Дорогомилово,Кутузовский проспект,12,Киевская,,6,"Москва, Кутузовский проспект, 12"
1417,Алексей Мухамеджанов,realtor,https://www.cian.ru/rent/flat/301080127/,Москва,rent,flat,4,5,2,44.0,35000,0,Кузьминки, Федора Полетаева,2К6,Окская,,11,"Москва,  Федора Полетаева, 2К6"
1418,Вертикаль,real_estate_agent,https://www.cian.ru/rent/flat/301259665/,Москва,rent,flat,3,6,2,40.0,140000,0,Пресненский,Большой Тишинский переулок,38,Улица 1905 года,,12,"Москва, Большой Тишинский переулок, 38"
1419,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/301510256/,Москва,rent,flat,14,17,2,55.0,70000,0,Алтуфьевский,Алтуфьевское шоссе,64В,Бибирево,,12,"Москва, Алтуфьевское шоссе, 64В"
1420,ID 114149269,homeowner,https://www.cian.ru/rent/flat/301645546/,Москва,rent,flat,12,17,2,50.0,70000,0,, Ясная,1,Коммунарка,,83,"Москва,  Ясная, 1"
1421,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/296556608/,Москва,rent,flat,6,10,2,70.0,550000,0,Тверской, Фадеева,4А,Новослободская,,2,"Москва,  Фадеева, 4А"
1422,BY Moscow City,real_estate_agent,https://www.cian.ru/rent/flat/291744024/,Москва,rent,flat,29,75,2,105.0,300000,0,Пресненский,набережная Пресненская,8с1,Деловой центр,,13,"Москва, набережная Пресненская, 8с1"
1423,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/301380983/,Москва,rent,flat,4,17,2,40.0,58000,0,Останкинский,Березовая аллея,17к2,Ботанический сад,,41,"Москва, Березовая аллея, 17к2"
1424,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/301084451/,Москва,rent,flat,12,22,2,40.0,65000,0,, Родниковая,30к3,Саларьево,,29,"Москва,  Родниковая, 30к3"
1425,Kalinka Group,real_estate_agent,https://www.cian.ru/rent/flat/301447045/,Москва,rent,flat,8,14,2,75.0,160000,0,Раменки,Ломоносовский проспект,29К2,Ломоносовский проспект,,11,"Москва, Ломоносовский проспект, 29К2"
1426,Валерия Левина,realtor,https://www.cian.ru/rent/flat/301351752/,Москва,rent,flat,8,14,2,52.0,40000,0,Братеево,Братеевская ,27К2,Алма-Атинская,,7,"Москва, Братеевская , 27К2"
1427,ДОМ.РФ Аренда,real_estate_agent,https://www.cian.ru/rent/flat/301787662/,Москва,rent,flat,5,24,2,37.0,92500,0,Даниловский,Автозаводская ,23Бк2,ЗИЛ,,14,"Москва, Автозаводская , 23Бк2"
1428,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/300564772/,Москва,rent,flat,14,53,2,41.0,115000,0,Пресненский,Шмитовский проезд,39к8,Шелепиха,,17,"Москва, Шмитовский проезд, 39к8"
1429,Евгений Голубев,realtor,https://www.cian.ru/rent/flat/301618189/,Москва,rent,flat,7,9,2,40.0,55000,0,Южнопортовый, Симоновский Вал,17К1,Дубровка,,7,"Москва,  Симоновский Вал, 17К1"
1430,Liberty Estate,real_estate_agent,https://www.cian.ru/rent/flat/293697739/,Москва,rent,flat,3,22,2,55.0,130000,0,Левобережный,,С2,Беломорская,Акватория ЖК,9,"Москва, , С2"
1431,ID 57607126,realtor,https://www.cian.ru/rent/flat/301763192/,Москва,rent,flat,7,17,2,75.0,130000,0,Лефортово,Солдатский переулок,10,Лефортово,,3,"Москва, Солдатский переулок, 10"
1432,СТОЛИЦА Департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/300329742/,Москва,rent,flat,6,9,2,45.0,35000,0,Гольяново,Хабаровская ,22К1,Щёлковская,,44,"Москва, Хабаровская , 22К1"
1433,Kalinka Group,real_estate_agent,https://www.cian.ru/rent/flat/300097304/,Москва,rent,flat,5,9,2,55.0,200000,0,Даниловский,Хавская ,9,Шаболовская,,4,"Москва, Хавская , 9"
1434,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/301088593/,Москва,rent,flat,2,15,2,70.0,270000,0,Пресненский, Костикова,4к4,Улица 1905 года,,12,"Москва,  Костикова, 4к4"
1435,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/301572433/,Москва,rent,flat,11,11,2,43.0,46000,0,Бирюлево Восточное,6-я Радиальная ,3к6,Царицыно,,30,"Москва, 6-я Радиальная , 3к6"
1436,MERSI,real_estate_agent,https://www.cian.ru/rent/flat/252856040/,Москва,rent,flat,53,75,2,95.1,340000,0,Пресненский,1-й Красногвардейский проезд,15,Москва-Сити,,25,"Москва, 1-й Красногвардейский проезд, 15"
1437,MERSI,real_estate_agent,https://www.cian.ru/rent/flat/261416334/,Москва,rent,flat,56,75,2,90.0,350000,0,Пресненский,1-й Красногвардейский проезд,15,Москва-Сити,,25,"Москва, 1-й Красногвардейский проезд, 15"
1438,Алексей Булатников,realtor,https://www.cian.ru/rent/flat/298467359/,Москва,rent,flat,3,17,2,51.1,30000,0,, Георгиевская,5,Рассказовка,,41,"Москва,  Георгиевская, 5"
1439,Kalinka Group,real_estate_agent,https://www.cian.ru/rent/flat/298643999/,Москва,rent,flat,3,21,2,65.0,320000,0,Пресненский, Костикова,4к1,Улица 1905 года,,12,"Москва,  Костикова, 4к1"
1440,Delight  Realty,real_estate_agent,https://www.cian.ru/rent/flat/298407277/,Москва,rent,flat,7,10,2,142.0,350000,0,Тверской,Большая Грузинская ,69,Белорусская,,12,"Москва, Большая Грузинская , 69"
1441,SC Realty,real_estate_agent,https://www.cian.ru/rent/flat/301275833/,Москва,rent,flat,13,18,2,60.0,55000,0,, Александры Монаховой,84к4,Бунинская аллея,,86,"Москва,  Александры Монаховой, 84к4"
1442,Юлия Портнова,realtor,https://www.cian.ru/rent/flat/301707093/,Москва,rent,flat,1,12,2,53.0,50000,0,Обручевский, Академика Челомея,8К2,Воронцовская,,2,"Москва,  Академика Челомея, 8К2"
1443,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/301209522/,Москва,rent,flat,8,40,2,43.0,145000,0,Хорошевский,Ленинградский проспект,37/7,Аэропорт,,6,"Москва, Ленинградский проспект, 37/7"
1444,ID 12856,realtor,https://www.cian.ru/rent/flat/301450620/,Москва,rent,flat,5,11,2,82.0,80000,0,Басманный,Садовая-Черногрязская ,5/9,Красные ворота,,4,"Москва, Садовая-Черногрязская , 5/9"
1445,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/301737372/,Москва,rent,flat,4,11,2,70.0,150000,0,Хамовники, Усачева,2С3,Фрунзенская,,3,"Москва,  Усачева, 2С3"
1446,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/300886608/,Москва,rent,flat,11,24,2,66.0,190000,0,Хорошевский,Хорошевское шоссе,25Ак1,Полежаевская,,10,"Москва, Хорошевское шоссе, 25Ак1"
1447,ID 481281,homeowner,https://www.cian.ru/rent/flat/301599758/,Москва,rent,flat,2,10,2,53.0,85000,0,Академический, Кедрова,26/22,Академическая,,10,"Москва,  Кедрова, 26/22"
1448,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301708334/,Москва,rent,flat,4,12,2,50.0,50000,0,Чертаново Южное,Россошанская ,13К1,Улица Академика Янгеля,,12,"Москва, Россошанская , 13К1"
1449,MERSI,real_estate_agent,https://www.cian.ru/rent/flat/300116211/,Москва,rent,flat,8,14,2,53.0,55000,0,Теплый Стан, Академика Варги,3,Тёплый Стан,,8,"Москва,  Академика Варги, 3"
1450,СТОЛИЦА Департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/301273961/,Москва,rent,flat,10,17,2,58.0,39000,0,Бирюлево Восточное,Бирюлевская ,45К1,Царицыно,,30,"Москва, Бирюлевская , 45К1"
1451,Home Hunters,real_estate_agent,https://www.cian.ru/rent/flat/301592743/,Москва,rent,flat,3,12,2,39.0,56000,0,Очаково-Матвеевское,Озерная ,26,Озёрная,,26,"Москва, Озерная , 26"
1452,Иван Музалевский,realtor,https://www.cian.ru/rent/flat/300571558/,Москва,rent,flat,11,15,2,33.8,43000,0,, Стожарова,9,Санино,,15,"Москва,  Стожарова, 9"
1453,ID 88729001,realtor,https://www.cian.ru/rent/flat/301582473/,Москва,rent,flat,12,12,2,45.0,75000,0,Пресненский,Мукомольный проезд,9К2,Шелепиха,,17,"Москва, Мукомольный проезд, 9К2"
1454,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/301618227/,Москва,rent,flat,4,5,2,45.0,65000,0,Фили-Давыдково,Минская ,7,Филёвский парк,,6,"Москва, Минская , 7"
1455,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/301669664/,Москва,rent,flat,5,9,2,41.0,90000,0,Пресненский,Грузинский переулок,8,Белорусская,,12,"Москва, Грузинский переулок, 8"
1456,ID 94828870,homeowner,https://www.cian.ru/rent/flat/300416890/,Москва,rent,flat,3,7,2,66.0,85000,0,Таганский,Воронцовская ,32С1,Крестьянская застава,,3,"Москва, Воронцовская , 32С1"
1457,The IMPERIUM,real_estate_agent,https://www.cian.ru/rent/flat/301437290/,Москва,rent,flat,2,32,2,45.0,90000,0,Очаково-Матвеевское,Большая Очаковская ,2,Аминьевская,,36,"Москва, Большая Очаковская , 2"
1458,ID 88729001,realtor,https://www.cian.ru/rent/flat/301053105/,Москва,rent,flat,4,17,2,42.0,65000,0,Люблино,Цимлянская ,3к1,Люблино,,15,"Москва, Цимлянская , 3к1"
